row_id,partition
cardiac-01398,test
cardiac-01399,train
cardiac-01400,train
cardiac-01401,train
cardiac-01402,train
cardiac-01403,test
cardiac-01404,test
cardiac-01405,train
cardiac-01406,test
cardiac-01407,train
cardiac-01408,train
cardiac-01409,train
cardiac-01410,train
cardiac-01411,test
cardiac-01412,train
cardiac-01413,test
cardiac-01414,train
cardiac-01415,train
cardiac-01416,train
cardiac-01417,train
cardiac-01418,train
cardiac-01419,train
cardiac-01420,test
cardiac-01421,train
cardiac-01422,train
cardiac-01423,test
cardiac-01424,train
cardiac-01425,train
cardiac-01426,train
cardiac-01427,train
cardiac-01428,train
cardiac-01429,train
cardiac-01430,train
cardiac-01431,train
cardiac-01432,train
cardiac-01433,train
cardiac-01434,test
cardiac-01435,train
cardiac-01436,train
cardiac-01437,train
cardiac-01438,train
cardiac-01439,train
cardiac-01440,train
cardiac-01441,train
cardiac-01442,test
cardiac-01443,train
cardiac-01444,train
cardiac-01445,train
cardiac-01446,test
cardiac-01447,train
cardiac-01448,train
cardiac-01449,test
cardiac-01450,test
cardiac-01451,train
cardiac-01452,train
cardiac-01453,train
cardiac-01454,train
cardiac-01455,train
cardiac-01456,test
cardiac-01457,train
cardiac-01458,train
cardiac-01459,train
cardiac-01460,train
cardiac-01461,train
cardiac-01462,train
cardiac-01463,train
cardiac-01464,train
cardiac-01465,train
cardiac-01466,train
cardiac-01467,train
cardiac-01468,train
cardiac-01469,train
cardiac-01470,train
cardiac-01471,train
cardiac-01472,train
cardiac-01473,train
cardiac-01474,train
cardiac-01475,train
cardiac-01476,train
cardiac-01477,train
cardiac-01478,train
cardiac-01479,train
cardiac-01480,test
cardiac-01481,train
cardiac-01482,train
cardiac-01483,train
cardiac-01484,train
cardiac-01485,train
cardiac-01486,train
cardiac-01487,train
cardiac-01488,train
cardiac-01489,train
cardiac-01490,train
cardiac-01491,train
cardiac-01492,train
cardiac-01493,train
cardiac-01494,train
cardiac-01495,train
cardiac-01496,train
cardiac-01497,train
cardiac-01498,train
cardiac-01499,train
cardiac-01500,train
cardiac-01501,train
cardiac-01502,train
cardiac-01503,train
cardiac-01504,train
cardiac-01505,train
cardiac-01506,train
cardiac-01507,test
cardiac-01508,train
cardiac-01509,test
cardiac-01510,train
cardiac-01511,test
cardiac-01512,train
cardiac-01513,test
cardiac-01514,test
cardiac-01515,train
cardiac-01516,train
cardiac-01517,train
cardiac-01518,train
cardiac-01519,train
cardiac-01520,train
cardiac-01521,train
cardiac-01522,train
cardiac-01523,train
cardiac-01524,test
cardiac-01525,train
cardiac-01526,test
cardiac-01527,train
cardiac-01528,train
cardiac-01529,train
cardiac-01530,test
cardiac-01531,train
cardiac-01532,train
cardiac-01533,test
cardiac-01534,test
cardiac-01535,train
cardiac-01536,train
cardiac-01537,train
cardiac-01538,test
cardiac-01539,train
cardiac-01540,train
cardiac-01541,test
cardiac-01542,train
cardiac-01543,train
cardiac-01544,train
cardiac-01545,train
cardiac-01546,train
cardiac-01547,test
cardiac-01548,train
cardiac-01549,train
cardiac-01550,test
cardiac-01551,train
cardiac-01552,test
cardiac-01553,train
cardiac-01554,train
cardiac-01555,train
cardiac-01556,train
cardiac-01557,train
cardiac-01558,train
cardiac-01559,train
cardiac-01560,train
cardiac-01561,train
cardiac-01562,train
cardiac-01563,train
cardiac-01564,train
cardiac-01565,train
cardiac-01566,train
cardiac-01567,train
cardiac-01568,train
cardiac-01569,train
cardiac-01570,train
cardiac-01571,train
cardiac-01572,train
cardiac-01573,train
cardiac-01574,train
cardiac-01575,test
cardiac-01576,train
cardiac-01577,test
cardiac-01578,train
cardiac-01579,train
cardiac-01580,train
cardiac-01581,train
cardiac-01582,train
cardiac-01583,train
cardiac-01584,test
cardiac-01585,train
cardiac-01586,train
cardiac-01587,train
cardiac-01588,train
cardiac-01589,train
cardiac-01590,test
cardiac-01591,test
cardiac-01592,train
cardiac-01593,test
cardiac-01594,train
cardiac-01595,test
cardiac-01596,train
cardiac-01597,train
cardiac-01598,train
cardiac-01599,test
cardiac-01600,train
cardiac-01601,train
cardiac-01602,train
cardiac-01603,train
cardiac-01604,train
cardiac-01605,train
cardiac-01606,train
cardiac-01607,train
cardiac-01608,train
cardiac-01609,train
cardiac-01610,train
cardiac-01611,test
cardiac-01612,test
cardiac-01613,train
cardiac-01614,train
cardiac-01615,train
cardiac-01616,train
cardiac-01617,train
cardiac-01618,train
cardiac-01619,train
cardiac-01620,train
cardiac-01621,test
cardiac-01622,train
cardiac-01623,train
cardiac-01624,train
cardiac-01625,train
cardiac-01626,train
cardiac-01627,train
cardiac-01628,train
cardiac-01629,train
cardiac-01630,train
cardiac-01631,train
cardiac-01632,train
cardiac-01633,train
cardiac-01634,train
cardiac-01635,train
cardiac-01636,train
cardiac-01637,test
cardiac-01638,train
cardiac-01639,train
cardiac-01640,train
cardiac-01641,train
cardiac-01642,test
cardiac-01643,train
cardiac-01644,train
cardiac-01645,test
cardiac-01646,train
cardiac-01647,train
cardiac-01648,train
cardiac-01649,train
cardiac-01650,train
cardiac-01651,train
cardiac-01652,test
cardiac-01653,train
cardiac-01654,test
cardiac-01655,train
cardiac-01656,train
cardiac-01657,train
cardiac-01658,train
cardiac-01659,train
cardiac-01660,train
cardiac-01661,train
cardiac-01662,train
cardiac-01663,train
cardiac-01664,train
cardiac-01665,test
cardiac-01666,train
cardiac-01667,train
cardiac-01668,test
cardiac-01669,train
cardiac-01670,train
cardiac-01671,train
cardiac-01672,test
cardiac-01673,test
cardiac-01674,train
cardiac-01675,train
cardiac-01676,train
cardiac-01677,train
cardiac-01678,train
cardiac-01679,train
cardiac-01680,train
cardiac-01681,train
cardiac-01682,train
cardiac-01683,train
cardiac-01684,train
cardiac-01685,test
cardiac-01686,test
cardiac-01687,train
cardiac-01688,test
cardiac-01689,test
cardiac-01690,train
cardiac-01691,train
cardiac-01692,test
cardiac-01693,train
cardiac-01694,test
cardiac-01695,test
cardiac-01696,train
cardiac-01697,train
cardiac-01698,train
cardiac-01699,train
cardiac-01700,test
cardiac-01701,train
cardiac-01702,train
cardiac-01703,test
cardiac-01704,train
cardiac-01705,train
cardiac-01706,train
cardiac-01707,train
cardiac-01708,train
cardiac-01709,train
cardiac-01710,test
cardiac-01711,test
cardiac-01712,train
cardiac-01713,train
cardiac-01714,train
cardiac-01715,train
cardiac-01716,train
cardiac-01717,train
cardiac-01718,train
cardiac-01719,test
cardiac-01720,train
cardiac-01721,train
cardiac-01722,train
cardiac-01723,train
cardiac-01724,train
cardiac-01725,train
cardiac-01726,train
cardiac-01727,train
cardiac-01728,train
cardiac-01729,train
cardiac-01730,train
cardiac-01731,train
cardiac-01732,train
cardiac-01733,test
cardiac-01734,train
cardiac-01735,test
cardiac-01736,test
cardiac-01737,train
cardiac-01738,train
cardiac-01739,train
cardiac-01740,train
cardiac-01741,train
cardiac-01742,train
cardiac-01743,train
cardiac-01744,train
cardiac-01745,test
cardiac-01746,train
cardiac-01747,train
cardiac-01748,train
cardiac-01749,train
cardiac-01750,train
cardiac-01751,train
cardiac-01752,train
cardiac-01753,train
cardiac-01754,test
cardiac-01755,train
cardiac-01756,test
cardiac-01757,train
cardiac-01758,train
cardiac-01759,test
cardiac-01760,train
cardiac-01761,train
cardiac-01762,train
cardiac-01763,train
cardiac-01764,train
cardiac-01765,train
cardiac-01766,train
cardiac-01767,train
cardiac-01768,train
cardiac-01769,train
cardiac-01770,train
cardiac-01771,train
cardiac-01772,train
cardiac-01773,train
cardiac-01774,test
cardiac-01775,test
cardiac-01776,train
cardiac-01777,test
cardiac-01778,train
cardiac-01779,train
cardiac-01780,test
cardiac-01781,train
cardiac-01782,train
cardiac-01783,train
cardiac-01784,train
cardiac-01785,train
cardiac-01786,train
cardiac-01787,train
cardiac-01788,train
cardiac-01789,test
cardiac-01790,test
cardiac-01791,train
cardiac-01792,train
cardiac-01793,train
cardiac-01794,train
cardiac-01795,train
cardiac-01796,train
cardiac-01797,train
cardiac-01798,test
cardiac-01799,train
cardiac-01800,test
cardiac-01801,train
cardiac-01802,train
cardiac-01803,train
cardiac-01804,train
cardiac-01805,test
cardiac-01806,test
cardiac-01807,train
cardiac-01808,train
cardiac-01809,train
cardiac-01810,train
cardiac-01811,train
cardiac-01812,train
cardiac-01813,test
cardiac-01814,train
cardiac-01815,train
cardiac-01816,train
cardiac-01817,train
cardiac-01818,train
cardiac-01819,train
cardiac-01820,test
cardiac-01821,train
cardiac-01822,train
cardiac-01823,train
cardiac-01824,train
cardiac-01825,train
cardiac-01826,test
cardiac-01827,test
cardiac-01828,train
cardiac-01829,train
cardiac-01830,train
cardiac-01831,train
cardiac-01832,train
cardiac-01833,train
cardiac-01834,train
cardiac-01835,train
cardiac-01836,train
cardiac-01837,train
cardiac-01838,train
cardiac-01839,train
cardiac-01840,train
cardiac-01841,test
cardiac-01842,train
cardiac-01843,train
cardiac-01844,train
cardiac-01845,test
cardiac-01846,train
cardiac-01847,train
cardiac-01848,train
cardiac-01849,test
cardiac-01850,train
cardiac-01851,train
cardiac-01852,train
cardiac-01853,train
cardiac-01854,train
cardiac-01855,test
cardiac-01856,test
cardiac-01857,train
cardiac-01858,train
cardiac-01859,train
cardiac-01860,train
cardiac-01861,train
cardiac-01862,train
cardiac-01863,train
cardiac-01864,train
cardiac-01865,test
cardiac-01866,test
cardiac-01867,test
cardiac-01868,train
cardiac-01869,train
cardiac-01870,train
cardiac-01871,test
cardiac-01872,train
cardiac-01873,test
cardiac-01874,train
cardiac-01875,train
cardiac-01876,train
cardiac-01877,test
cardiac-01878,test
cardiac-01879,test
cardiac-01880,test
cardiac-01881,test
cardiac-01882,train
cardiac-01883,train
cardiac-01884,train
cardiac-01885,test
cardiac-01886,train
cardiac-01887,train
cardiac-01888,test
cardiac-01889,test
cardiac-01890,test
cardiac-01891,train
cardiac-01892,train
cardiac-01893,train
cardiac-01894,train
cardiac-01895,train
cardiac-01896,train
cardiac-01897,train
cardiac-01898,train
cardiac-01899,train
cardiac-01900,test
cardiac-01901,train
cardiac-01902,test
cardiac-01903,test
cardiac-01904,train
cardiac-01905,train
cardiac-01906,train
cardiac-01907,train
cardiac-01908,train
cardiac-01909,train
cardiac-01910,train
cardiac-01911,train
cardiac-01912,test
cardiac-01913,train
cardiac-01914,train
cardiac-01915,train
cardiac-01916,train
cardiac-01917,train
cardiac-01918,train
cardiac-01919,train
cardiac-01920,train
cardiac-01921,test
cardiac-01922,train
cardiac-01923,train
cardiac-01924,train
cardiac-01925,train
cardiac-01926,train
cardiac-01927,train
cardiac-01928,test
cardiac-01929,train
cardiac-01930,train
cardiac-01931,train
cardiac-01932,train
cardiac-01933,train
cardiac-01934,train
cardiac-01935,train
cardiac-01936,train
cardiac-01937,train
cardiac-01938,train
cardiac-01939,train
cardiac-01940,test
cardiac-01941,train
cardiac-01942,train
cardiac-01943,train
cardiac-01944,train
cardiac-01945,train
cardiac-01946,train
cardiac-01947,train
cardiac-01948,train
cardiac-01949,train
cardiac-01950,train
cardiac-01951,test
cardiac-01952,test
cardiac-01953,test
cardiac-01954,train
cardiac-01955,train
cardiac-01956,test
cardiac-01957,train
cardiac-01958,train
cardiac-01959,train
cardiac-01960,train
cardiac-01961,train
cardiac-01962,test
cardiac-01963,test
cardiac-01964,test
cardiac-01965,train
cardiac-01966,test
cardiac-01967,test
cardiac-01968,train
cardiac-01969,train
cardiac-01970,train
cardiac-01971,test
cardiac-01972,train
cardiac-01973,train
cardiac-01974,train
cardiac-01975,test
cardiac-01976,train
cardiac-01977,train
cardiac-01978,train
cardiac-01979,train
cardiac-01980,test
cardiac-01981,train
cardiac-01982,train
cardiac-01983,train
cardiac-01984,train
cardiac-01985,train
cardiac-01986,train
cardiac-01987,train
cardiac-01988,train
cardiac-01989,train
cardiac-01990,train
cardiac-01991,test
cardiac-01992,train
cardiac-01993,train
cardiac-01994,train
cardiac-01995,train
cardiac-01996,test
cardiac-01997,train
cardiac-01998,train
cardiac-01999,train
cardiac-02000,train
cardiac-02001,test
cardiac-02002,test
cardiac-02003,train
cardiac-02004,train
cardiac-02005,train
cardiac-02006,train
cardiac-02007,train
cardiac-02008,train
cardiac-02009,train
cardiac-02010,train
cardiac-02011,train
cardiac-02012,test
cardiac-02013,train
cardiac-02014,train
cardiac-02015,train
cardiac-02016,test
cardiac-02017,test
cardiac-02018,train
cardiac-02019,train
cardiac-02020,train
cardiac-02021,test
cardiac-02022,train
cardiac-02023,train
cardiac-02024,train
cardiac-02025,train
cardiac-02026,train
cardiac-02027,train
cardiac-02028,train
cardiac-02029,train
cardiac-02030,test
cardiac-02031,train
cardiac-02032,train
cardiac-02033,test
cardiac-02034,train
cardiac-02035,train
cardiac-02036,test
cardiac-02037,train
cardiac-02038,train
cardiac-02039,train
cardiac-02040,train
cardiac-02041,train
cardiac-02042,train
cardiac-02043,train
cardiac-02044,train
cardiac-02045,train
cardiac-02046,test
cardiac-02047,train
cardiac-02048,train
cardiac-02049,train
cardiac-02050,train
cardiac-02051,train
cardiac-02052,train
cardiac-02053,test
cardiac-02054,test
cardiac-02055,train
cardiac-02056,train
cardiac-02057,train
cardiac-02058,train
cardiac-02059,train
cardiac-02060,train
cardiac-02061,train
cardiac-02062,train
cardiac-02063,train
cardiac-02064,train
cardiac-02065,train
cardiac-02066,train
cardiac-02067,test
cardiac-02068,train
cardiac-02069,train
cardiac-02070,train
cardiac-02071,train
cardiac-02072,train
cardiac-02073,train
cardiac-02074,train
cardiac-02075,train
cardiac-02076,train
cardiac-02077,test
cardiac-02078,test
cardiac-02079,train
cardiac-02080,test
cardiac-02081,train
cardiac-02082,train
cardiac-02083,test
cardiac-02084,train
cardiac-02085,test
cardiac-02086,train
cardiac-02087,train
cardiac-02088,test
cardiac-02089,test
cardiac-02090,test
cardiac-02091,train
cardiac-02092,train
cardiac-02093,test
cardiac-02094,train
cardiac-02095,test
cardiac-02096,train
cardiac-02097,train
cardiac-02098,train
cardiac-02099,train
cardiac-02100,train
cardiac-02101,train
cardiac-02102,train
cardiac-02103,train
cardiac-02104,train
cardiac-02105,train
cardiac-02106,train
cardiac-02107,train
cardiac-02108,test
cardiac-02109,train
cardiac-02110,train
cardiac-02111,train
cardiac-02112,train
cardiac-02113,test
cardiac-02114,test
cardiac-02115,train
cardiac-02116,test
cardiac-02117,train
cardiac-02118,train
cardiac-02119,train
cardiac-02120,train
cardiac-02121,test
cardiac-02122,train
cardiac-02123,train
cardiac-02124,test
cardiac-02125,train
cardiac-02126,train
cardiac-02127,train
cardiac-02128,train
cardiac-02129,train
cardiac-02130,train
cardiac-02131,train
cardiac-02132,test
cardiac-02133,train
cardiac-02134,train
cardiac-02135,train
cardiac-02136,test
cardiac-02137,train
cardiac-02138,train
cardiac-02139,train
cardiac-02140,train
cardiac-02141,train
cardiac-02142,test
cardiac-02143,train
cardiac-02144,train
cardiac-02145,train
cardiac-02146,train
cardiac-02147,train
cardiac-02148,train
cardiac-02149,test
cardiac-02150,train
cardiac-02151,train
cardiac-02152,train
cardiac-02153,train
cardiac-02154,train
cardiac-02155,train
cardiac-02156,test
cardiac-02157,train
cardiac-02158,train
cardiac-02159,test
cardiac-02160,train
cardiac-02161,train
cardiac-02162,test
cardiac-02163,test
cardiac-02164,train
cardiac-02165,train
cardiac-02166,test
cardiac-02167,train
cardiac-02168,train
cardiac-02169,test
cardiac-02170,test
cardiac-02171,test
cardiac-02172,train
cardiac-02173,test
cardiac-02174,train
cardiac-02175,train
cardiac-02176,train
cardiac-02177,train
cardiac-02178,train
cardiac-02179,test
cardiac-02180,train
cardiac-02181,train
cardiac-02182,train
cardiac-02183,test
cardiac-02184,train
cardiac-02185,train
cardiac-02186,train
cardiac-02187,train
cardiac-02188,train
cardiac-02189,train
cardiac-02190,train
cardiac-02191,train
cardiac-02192,train
cardiac-02193,train
cardiac-02194,train
cardiac-02195,test
cardiac-02196,train
cardiac-02197,train
cardiac-02198,test
cardiac-02199,test
cardiac-02200,train
cardiac-02201,train
cardiac-02202,train
cardiac-02203,test
cardiac-02204,train
cardiac-02205,train
cardiac-02206,train
cardiac-02207,train
cardiac-02208,test
cardiac-02209,train
cardiac-02210,train
cardiac-02211,train
cardiac-02212,train
cardiac-02213,train
cardiac-02214,train
cardiac-02215,train
cardiac-02216,train
cardiac-02217,train
cardiac-02218,test
cardiac-02219,train
cardiac-02220,train
cardiac-02221,train
cardiac-02222,train
cardiac-02223,train
cardiac-02224,test
cardiac-02225,train
cardiac-02226,train
cardiac-02227,train
cardiac-02228,test
cardiac-02229,train
cardiac-02230,train
cardiac-02231,train
cardiac-02232,test
cardiac-02233,train
cardiac-02234,train
cardiac-02235,test
cardiac-02236,train
cardiac-02237,test
cardiac-02238,train
cardiac-02239,train
cardiac-02240,train
cardiac-02241,train
cardiac-02242,test
cardiac-02243,train
cardiac-02244,test
cardiac-02245,train
cardiac-02246,test
cardiac-02247,train
cardiac-02248,test
cardiac-02249,train
cardiac-02250,train
cardiac-02251,train
